Date,FR0010567032 ISIN,FR0000120404 ISIN,FR0010762740 ISIN,FR0010493510 ISIN,FR0010979377 ISIN,FR0000053076 ISIN,BE0974269012 ISIN,FR0000044752 ISIN,FR0010340141 ISIN,FR0000044612 ISIN,FR0010641449 ISIN,FR0000031122 ISIN,FR0000120073 ISIN,FR0004180537 ISIN,FR0000130007 ISIN,FR0000062804 ISIN,FR0010220475 ISIN,FR0000053837 ISIN,FR0000039216 ISIN,FR0000071946 ISIN,FR0000034639 ISIN,NL0010273694 ISIN,FR0004125920 ISIN,LU0569974404 ISIN,FR0004037125 ISIN,LU0323134006 ISIN,FR0011027143 ISIN,FR0010313833 ISIN,FR0012185536 ISIN,FR0010772426 ISIN,FR0000076952 ISIN,FR0011980077 ISIN,GB00B19RTX44 ISIN,FR0000074148 ISIN,FR0010478248 ISIN,FR0000051732 ISIN,FR0004042083 ISIN,FR0000061780 ISIN,FR0000066052 ISIN,FR0000120628 ISIN,FR0011040500 ISIN,IT0004812258 ISIN,FR0000064123 ISIN,FR0010436170 ISIN,FR0000061657 ISIN,FR0000035164 ISIN,FR0000066961 ISIN,FR0000120966 ISIN,FR0010096479 ISIN,FR0011592104 ISIN,FR0000131104 ISIN,FR0010106039 ISIN,FR0000039299 ISIN,FR0000063935 ISIN,FR0000120107 ISIN,FR0004548873 ISIN,FR0000120503 ISIN,FR0013110053 ISIN,FR0000054421 ISIN,FR0006174348 ISIN,FR0000061137 ISIN,FR0000078958 ISIN,FR0000030611 ISIN,FR0010781377 ISIN,FR0000079659 ISIN,FR0000125338 ISIN,FR0000064156 ISIN,FR0000120172 ISIN,FR0010828137 ISIN,FR0000125585 ISIN,FR0010193052 ISIN,FR0000064446 ISIN,FR0000078339 ISIN,FR0000053324 ISIN,FR0000053506 ISIN,FR0010540997 ISIN,FR0000060501 ISIN,FR0000120164 ISIN,FR0000037871 ISIN,FR0010447086 ISIN,FR0000130403 ISIN,FR0000079477 ISIN,FR0000054322 ISIN,FR0005025004 ISIN,FR0000053399 ISIN,FR0000120222 ISIN,FR0010667147 ISIN,FR0000054629 ISIN,FR0011071570 ISIN,FR0004031763 ISIN,BE0160342011 ISIN,FR0000121634 ISIN,FR0010959684 ISIN,FR0004185023 ISIN,FR0007200100 ISIN,FR0011374479 ISIN,FR0000077828 ISIN,NL0010489522 ISIN,FR0010035816 ISIN,FR0004998318 ISIN,FR0004998326 ISIN,FR0000045072 ISIN,FR0000044323 ISIN,FR0000185506 ISIN,FR0010483768 ISIN,FR0000045528 ISIN,FR0000045213 ISIN,FR0000045304 ISIN,FR0000044364 ISIN,FR0010461053 ISIN,FR0000045551 ISIN,FR0000045239 ISIN,FR0000185514 ISIN,FR0000045346 ISIN,FR0000045544 ISIN,FR0000054066 ISIN,FR0011026749 ISIN,FR0000077885 ISIN,FR0000120644 ISIN,GB0033040113 ISIN,FR0000121725 ISIN,FR0000130650 ISIN,FR0012222149 ISIN,FR0010776658 ISIN,FR0010474130 ISIN,FR0000053381 ISIN,FR0000060840 ISIN,GB0002374006 ISIN,FR0010377127 ISIN,FR0000035784 ISIN,FR0000079824 ISIN,FR0010436584 ISIN,FR0000065260 ISIN,FR0013088606 ISIN,FR0000036287 ISIN,IT0005154635 ISIN,FR0000052920 ISIN,LU0881232630 ISIN,NL0000235190 ISIN,FR0005142999 ISIN,FR0010908533 ISIN,FR0010242511 ISIN,FR0000052755 ISIN,FR0010945733 ISIN,FR0000130452 ISIN,FR0000031023 ISIN,FR0000035719 ISIN,FR0012650166 ISIN,FR0011950732 ISIN,FR0012435121 ISIN,FR0004030708 ISIN,FR0010535849 ISIN,FR0010208488 ISIN,FR0000045122 ISIN,FR0010465534 ISIN,FR0000131757 ISIN,NL0009272137 ISIN,FR0000121667 ISIN,FR0000120669 ISIN,FR0005310463 ISIN,FR0000035743 ISIN,FR0004254035 ISIN,FR0000061475 ISIN,FR0010844001 ISIN,FR0000121121 ISIN,FR0011035187 ISIN,FR0010540740 ISIN,FR0000054678 ISIN,FR0012413771 ISIN,FR0000038259 ISIN,FR0010157115 ISIN,FR0010490920 ISIN,FR0000044745 ISIN,FR0000064164 ISIN,FR0000039026 ISIN,FR0010627760 ISIN,FR0000053142 ISIN,FR0004034593 ISIN,FR0000121147 ISIN,FR0000063034 ISIN,FR0000031973 ISIN,FR0010071530 ISIN,FR0000062101 ISIN,FR0000064784 ISIN,FR0000061418 ISIN,FR0000060535 ISIN,FR0000062341 ISIN,FR0000037947 ISIN,FR0010480517 ISIN,FR0000051302 ISIN,FR0000060824 ISIN,FR0006321998 ISIN,FR0000066797 ISIN,FR0000035123 ISIN,FR0010487272 ISIN,FR0004076891 ISIN,FR0000065930 ISIN,FR0000038499 ISIN,FR0011277391 ISIN,FR0010823724 ISIN,FR0004260479 ISIN,FR0004187367 ISIN,FR0000121857 ISIN,FR0011284991 ISIN,FR0000053415 ISIN,FR0011100759 ISIN,FR0000077232 ISIN,FR0000079600 ISIN,FR0000124414 ISIN,FR0010342329 ISIN,FR0000053035 ISIN,FR0000079634 ISIN,FR0012336675 ISIN,NL0000400653 ISIN,FR0000044471 ISIN,FR0000057945 ISIN,FR0000033888 ISIN,FR0004038099 ISIN,IT0001210050 ISIN,FR0010108688 ISIN,FR0011208693 ISIN,FR0000038036 ISIN,FR0000064180 ISIN,BE0948833760 ISIN,FR0005717626 ISIN,FR0000076960 ISIN,FR0000036675 ISIN,FR0004010338 ISIN,FR0010214064 ISIN,FR0000121709 ISIN,FR0010490961 ISIN,FR0011726835 ISIN,FR0000066722 ISIN,FR0004035061 ISIN,FR0000121881 ISIN,FR0000052292 ISIN,FR0010343186 ISIN,FR0012821890 ISIN,FR0000054231 ISIN,FR0000077562 ISIN,FR0010396309 ISIN,FR0010446765 ISIN,FR0012336691 ISIN,FR0006226791 ISIN,FR0000053738 ISIN,GB0005405286 ISIN,FR0004052561 ISIN,FR0000064735 ISIN,FR0005843125 ISIN
27/04/2016,593,250,175,10452,6,1,5000,#N/A N/A,20,#N/A N/A,206655,1719,335,25,1990,#N/A N/A,281,#N/A N/A,1,110,500,1,25,17,2000,564470,300,3,170,5,3,40,#N/A N/A,500,400,90,#N/A N/A,#N/A N/A,1000,43109,#N/A N/A,#N/A N/A,#N/A N/A,2500,10,152,#N/A N/A,45,201,8,879,383,3716,174,4,100,410,450,#N/A N/A,250,#N/A N/A,#N/A N/A,28,8,3,32,15,290,5,90,#N/A N/A,1735,#N/A N/A,100,100,#N/A N/A,#N/A N/A,#N/A N/A,5,100,124,230,#N/A N/A,#N/A N/A,185,298,100,7131,1,10,1,15,10,1,10,300,2,10890,50,45,1,25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,1,50,1836,12000,10,771,4,1,#N/A N/A,125,#N/A N/A,4029,#N/A N/A,#N/A N/A,#N/A N/A,1750,2,18516,1500,4500,49,19,115952,20,15,2540,3000,100,5,#N/A N/A,1391,200,5,750,6,132000,3615,64,#N/A N/A,500,#N/A N/A,190,25,12,#N/A N/A,90,340,#N/A N/A,11,1,1000,105,3,5,150,110,2080,518,148,#N/A N/A,100,#N/A N/A,25,1,503,165,#N/A N/A,7,1,31,150,475,100,217,2531,3,8,1,10,#N/A N/A,1,#N/A N/A,74948,120,50,442,100,125,66,#N/A N/A,49,5000,#N/A N/A,308594,21,#N/A N/A,#N/A N/A,422,71,200,115,#N/A N/A,736,24000,550,#N/A N/A,4,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,10,7,400,1300,#N/A N/A,400,40,66,126,#N/A N/A,1121,#N/A N/A,143795,7,1,10,43123,5309,1,277
26/04/2016,593,290,175,10452,6,1,1000,#N/A N/A,20,#N/A N/A,259693,980,1127,25,8500,#N/A N/A,426,#N/A N/A,1,110,500,1,25,17,2000,479430,300,3,170,5,3,50,#N/A N/A,500,400,10,#N/A N/A,#N/A N/A,1000,63388,#N/A N/A,#N/A N/A,#N/A N/A,2500,10,152,#N/A N/A,45,201,30,621,383,3716,174,50,100,100,450,#N/A N/A,250,#N/A N/A,#N/A N/A,50,8,3,340,15,1257,5,90,#N/A N/A,5912,#N/A N/A,100,100,#N/A N/A,#N/A N/A,#N/A N/A,5,100,2,230,#N/A N/A,#N/A N/A,68,298,100,667,1,10,1,15,10,1,20,300,2,1700,50,45,1,2550,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,210,50,1018,17000,10,771,4,90,#N/A N/A,125,#N/A N/A,6903,#N/A N/A,#N/A N/A,#N/A N/A,1750,2,12570,1000,#N/A N/A,49,19,147076,20,15,2080,3000,100,5,#N/A N/A,2000,20,5,750,906,132000,5699,64,#N/A N/A,266,#N/A N/A,1665,25,12,#N/A N/A,50,340,#N/A N/A,11,1,200,105,3,337,150,110,2080,157,148,#N/A N/A,100,#N/A N/A,25,1,503,165,#N/A N/A,7,1,1,2301,475,100,217,2531,3,8,1,351,#N/A N/A,1,#N/A N/A,251,120,50,442,100,125,66,#N/A N/A,49,333,#N/A N/A,797092,156,#N/A N/A,#N/A N/A,311,34,200,55,#N/A N/A,1,24000,550,#N/A N/A,4,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,24,7,400,1300,#N/A N/A,400,40,66,126,#N/A N/A,1517,#N/A N/A,100000,7,1,10,207421,5309,1,277
25/04/2016,3015,49,175,21000,6,1,9386,#N/A N/A,20,#N/A N/A,280843,980,294,25,48,#N/A N/A,426,#N/A N/A,1,110,350,1001,25,65,2000,201594,300,3,170,5,3,50,#N/A N/A,500,400,24,#N/A N/A,#N/A N/A,1000,27704,#N/A N/A,#N/A N/A,#N/A N/A,2500,10,152,#N/A N/A,45,201,30,490,383,3716,174,50,150,112,450,#N/A N/A,250,#N/A N/A,#N/A N/A,50,8,3,35,15,1257,5,90,#N/A N/A,7082,#N/A N/A,100,100,#N/A N/A,#N/A N/A,#N/A N/A,5,100,2,230,#N/A N/A,#N/A N/A,868,298,100,2051,350,10,337,15,10,1,20,300,2,250,50,45,1,190,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,2300,50,831,8800,10,771,4,90,#N/A N/A,125,#N/A N/A,2178,#N/A N/A,#N/A N/A,#N/A N/A,1750,2,89910,169,#N/A N/A,49,19,244624,20,15,3978,3000,100,5,#N/A N/A,133,20,5,750,1503,132000,7490,64,#N/A N/A,266,#N/A N/A,528,25,12,#N/A N/A,50,340,#N/A N/A,11,1,200,105,3,337,150,110,2080,39,148,#N/A N/A,100,#N/A N/A,70,1,503,165,#N/A N/A,7,1,1,777,475,480,217,2531,3,8,1,10,#N/A N/A,1,#N/A N/A,78249,120,50,442,100,500,66,#N/A N/A,49,333,#N/A N/A,386981,487,#N/A N/A,#N/A N/A,260,34,200,86,#N/A N/A,200,24000,200,#N/A N/A,4,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,24,7,400,1300,#N/A N/A,400,38,133,126,#N/A N/A,1421,#N/A N/A,383800,7,1,10,87148,5309,1,42
24/04/2016,21,49,175,1028152,6,26,9386,#N/A N/A,20,#N/A N/A,2308928,7750,217,275,5770,#N/A N/A,143,#N/A N/A,6,110,251,7501,25,63,2000,355888,300,60,170,5000,3,50,#N/A N/A,500,400,24,#N/A N/A,#N/A N/A,1000,28850,#N/A N/A,#N/A N/A,#N/A N/A,2500,10,152,#N/A N/A,45,201,30,1030,383,3716,174,50,150,93,450,#N/A N/A,295,#N/A N/A,#N/A N/A,50,8,3,209,15,561,5,500,#N/A N/A,1109,#N/A N/A,100,100,#N/A N/A,#N/A N/A,#N/A N/A,5,100,100,230,#N/A N/A,#N/A N/A,241,1000,500,1701,350,10,1250,15,10,1,20,300,2,2500,50,45,1,400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,3214,50,1402,6995,10,771,4,90,#N/A N/A,125,#N/A N/A,5459,#N/A N/A,#N/A N/A,#N/A N/A,1750,2,33920,169,#N/A N/A,49,19,124483,20,15,850,3000,100,12,#N/A N/A,133,20,580,750,115,132000,2740,64,#N/A N/A,384,#N/A N/A,1292,220,12,#N/A N/A,31,50,#N/A N/A,11,1,200,105,3,40,150,110,2080,262,148,#N/A N/A,100,#N/A N/A,70,1,503,165,#N/A N/A,100,1,1,1305,475,915,217,2531,3,8,69,10,#N/A N/A,1,#N/A N/A,5000,120,50,442,100,500,66,#N/A N/A,49,333,#N/A N/A,378207,16,#N/A N/A,#N/A N/A,260,34,200,86,#N/A N/A,31,24000,1,#N/A N/A,4,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,190,7,400,1300,#N/A N/A,140,27,133,126,#N/A N/A,4162,#N/A N/A,906376,7,1,10,101040,5309,1,42
23/04/2016,21,49,175,1028152,6,26,9386,#N/A N/A,20,#N/A N/A,2308928,7750,217,275,5770,#N/A N/A,143,#N/A N/A,6,110,251,7501,25,63,2000,355888,300,60,170,5000,3,50,#N/A N/A,500,400,24,#N/A N/A,#N/A N/A,1000,28850,#N/A N/A,#N/A N/A,#N/A N/A,2500,10,152,#N/A N/A,45,201,30,1030,383,3716,174,50,150,93,450,#N/A N/A,295,#N/A N/A,#N/A N/A,50,8,3,209,15,561,5,500,#N/A N/A,1109,#N/A N/A,100,100,#N/A N/A,#N/A N/A,#N/A N/A,5,100,100,230,#N/A N/A,#N/A N/A,241,1000,500,1701,350,10,1250,15,10,1,20,300,2,2500,50,45,1,400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,3214,50,1402,6995,10,771,4,90,#N/A N/A,125,#N/A N/A,5459,#N/A N/A,#N/A N/A,#N/A N/A,1750,2,33920,169,#N/A N/A,49,19,124483,20,15,850,3000,100,12,#N/A N/A,133,20,580,750,115,132000,2740,64,#N/A N/A,384,#N/A N/A,1292,220,12,#N/A N/A,31,50,#N/A N/A,11,1,200,105,3,40,150,110,2080,262,148,#N/A N/A,100,#N/A N/A,70,1,503,165,#N/A N/A,100,1,1,1305,475,915,217,2531,3,8,69,10,#N/A N/A,1,#N/A N/A,5000,120,50,442,100,500,66,#N/A N/A,49,333,#N/A N/A,378207,16,#N/A N/A,#N/A N/A,260,34,200,86,#N/A N/A,31,24000,1,#N/A N/A,4,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,190,7,400,1300,#N/A N/A,140,27,133,126,#N/A N/A,4162,#N/A N/A,906376,7,1,10,101040,5309,1,42
22/04/2016,21,49,175,1028152,6,26,9386,#N/A N/A,20,#N/A N/A,2308928,7750,217,275,5770,#N/A N/A,143,#N/A N/A,6,110,251,7501,25,63,2000,355888,300,60,170,5000,3,50,#N/A N/A,500,400,24,#N/A N/A,#N/A N/A,1000,28850,#N/A N/A,#N/A N/A,#N/A N/A,2500,10,152,#N/A N/A,45,201,30,1030,383,3716,174,50,150,93,450,#N/A N/A,295,#N/A N/A,#N/A N/A,50,8,3,209,15,561,5,500,#N/A N/A,1109,#N/A N/A,100,100,#N/A N/A,#N/A N/A,#N/A N/A,5,100,100,230,#N/A N/A,#N/A N/A,241,1000,500,1701,350,10,1250,15,10,1,20,300,2,2500,50,45,1,400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,3214,50,1402,6995,10,771,4,90,#N/A N/A,125,#N/A N/A,5459,#N/A N/A,#N/A N/A,#N/A N/A,1750,2,33920,169,#N/A N/A,49,19,124483,20,15,850,3000,100,12,#N/A N/A,133,20,580,750,115,132000,2740,64,#N/A N/A,384,#N/A N/A,1292,220,12,#N/A N/A,31,50,#N/A N/A,11,1,200,105,3,40,150,110,2080,262,148,#N/A N/A,100,#N/A N/A,70,1,503,165,#N/A N/A,100,1,1,1305,475,915,217,2531,3,8,69,10,#N/A N/A,1,#N/A N/A,5000,120,50,442,100,500,66,#N/A N/A,49,333,#N/A N/A,378207,16,#N/A N/A,#N/A N/A,260,34,200,86,#N/A N/A,31,24000,1,#N/A N/A,4,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,190,7,400,1300,#N/A N/A,140,27,133,126,#N/A N/A,4162,#N/A N/A,906376,7,1,10,101040,5309,1,42
21/04/2016,21,49,175,43182,6,176,9386,#N/A N/A,20,#N/A N/A,12992,100,177,275,2400,#N/A N/A,321,#N/A N/A,1,110,251,1,25,63,2000,593967,300,2300,262,5000,3,50,#N/A N/A,500,400,24,#N/A N/A,#N/A N/A,1000,46918,#N/A N/A,#N/A N/A,#N/A N/A,210,10,152,#N/A N/A,45,201,30,1559,383,3716,174,43,150,93,450,#N/A N/A,295,#N/A N/A,#N/A N/A,50,8,3,100,15,1055,5,500,#N/A N/A,3466,#N/A N/A,100,8,#N/A N/A,#N/A N/A,#N/A N/A,5,17,100,230,#N/A N/A,#N/A N/A,87,1000,500,5571,350,10,2241,15,10,26,20,300,2,2500,50,45,1,400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,1,50,1322,6995,10,771,4,90,#N/A N/A,125,#N/A N/A,1424,#N/A N/A,#N/A N/A,#N/A N/A,1750,34,55313,169,#N/A N/A,49,19,185223,20,15,1275,3000,100,12,#N/A N/A,798,200,580,750,1114,132000,2221,64,#N/A N/A,100,#N/A N/A,1062,80,12,#N/A N/A,31,50,#N/A N/A,11,1,68,105,3,4,150,110,2080,120,148,#N/A N/A,100,#N/A N/A,586,1,503,165,#N/A N/A,100,1,1,140,475,915,217,120,3,8,9,10,#N/A N/A,1,#N/A N/A,1110,120,50,442,100,500,66,#N/A N/A,49,333,#N/A N/A,1119078,6,#N/A N/A,#N/A N/A,66,34,200,86,#N/A N/A,1,24000,600,#N/A N/A,4,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,5,7,400,1300,#N/A N/A,140,355,133,126,#N/A N/A,3776,#N/A N/A,145511,7,1,10,58178,5309,1,42
20/04/2016,532,329,1833,3000,6,1,9386,#N/A N/A,20,#N/A N/A,5752,100,141,275,4571,#N/A N/A,884,#N/A N/A,1,110,1300,1,25,696,2000,737421,300,43,150,5000,3,50,#N/A N/A,500,400,24,#N/A N/A,#N/A N/A,1000,41137,#N/A N/A,#N/A N/A,#N/A N/A,210,10,152,#N/A N/A,45,201,30,674,383,2800,174,43,150,10,450,#N/A N/A,295,#N/A N/A,#N/A N/A,200,8,3,100,15,2100,5,500,#N/A N/A,1469,#N/A N/A,100,8,#N/A N/A,#N/A N/A,#N/A N/A,5,17,1,230,#N/A N/A,#N/A N/A,396,80,500,2711,350,10,383,15,10,26,100,300,2,2500,50,45,1,400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,392,50,4883,2000,10,70,4,90,#N/A N/A,125,#N/A N/A,2458,#N/A N/A,#N/A N/A,#N/A N/A,1750,31,11989,169,#N/A N/A,49,19,240014,20,15,410,3000,100,200,#N/A N/A,300,200,580,750,1451,132000,12108,64,#N/A N/A,100,#N/A N/A,600,80,12,#N/A N/A,31,50,#N/A N/A,11,1,68,105,3,67,10165,110,2080,433,148,#N/A N/A,100,#N/A N/A,586,1,503,165,#N/A N/A,100,1,1,140,475,915,217,120,3,8,1,10,#N/A N/A,1,#N/A N/A,10666,3000,50,442,100,500,66,#N/A N/A,49,333,#N/A N/A,1573311,63,#N/A N/A,#N/A N/A,20,34,200,86,#N/A N/A,1,24000,600,#N/A N/A,1,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,5,7,730,1300,#N/A N/A,140,51,133,126,#N/A N/A,1430,#N/A N/A,146896,7,1,10,371800,5309,1,42
19/04/2016,532,164,1833,3000,6,76,9386,#N/A N/A,20,#N/A N/A,4401,660,538,275,5350,#N/A N/A,884,#N/A N/A,1,42,300,1,25,173,2000,691786,300,50,150,5000,3,50,#N/A N/A,500,400,370,#N/A N/A,#N/A N/A,1000,78119,#N/A N/A,#N/A N/A,#N/A N/A,210,10,152,#N/A N/A,45,10,30,330,383,5000,320,100,150,50,450,#N/A N/A,295,#N/A N/A,#N/A N/A,200,8,3,100,15,2100,5,500,#N/A N/A,1841,#N/A N/A,100,8,#N/A N/A,#N/A N/A,#N/A N/A,5,17,1,230,#N/A N/A,#N/A N/A,328,80,500,4035,350,10,624,15,10,26,100,300,2,7529,50,45,1,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,669,50,1728,60,10,70,4,90,#N/A N/A,125,#N/A N/A,9386,#N/A N/A,#N/A N/A,#N/A N/A,1750,10,10370,169,#N/A N/A,49,19,279869,20,15,5992,3000,100,200,#N/A N/A,300,200,580,750,1586,132000,10522,64,#N/A N/A,250,#N/A N/A,285,150,12,#N/A N/A,31,50,#N/A N/A,11,1,68,105,3,67,10165,110,154,165,148,#N/A N/A,100,#N/A N/A,117,1,503,165,#N/A N/A,100,1,21,140,475,915,217,2067,3,8,61,10,#N/A N/A,1,#N/A N/A,508,3000,50,442,100,500,66,#N/A N/A,49,333,#N/A N/A,117984,6,#N/A N/A,#N/A N/A,570,34,3401,270,#N/A N/A,1,24000,600,#N/A N/A,1,12,1,120,#N/A N/A,#N/A N/A,#N/A N/A,5,7,730,1300,#N/A N/A,140,25,133,126,#N/A N/A,1966,#N/A N/A,118444,7,1,10,34038,5309,1,42
18/04/2016,532,164,1833,14500,6,1,9386,#N/A N/A,20,#N/A N/A,11007,3800,651,275,13180,#N/A N/A,85,#N/A N/A,1,42,448,1,25,3,2000,396838,300,11,71,5000,19,50,#N/A N/A,63,695,42,#N/A N/A,#N/A N/A,1000,53055,#N/A N/A,#N/A N/A,#N/A N/A,210,10,152,#N/A N/A,45,10,30,240,383,300,320,50,150,60,450,#N/A N/A,75,#N/A N/A,#N/A N/A,200,8,174,100,15,2147,5,52,#N/A N/A,3697,#N/A N/A,100,8,#N/A N/A,#N/A N/A,#N/A N/A,5,145,275,230,#N/A N/A,#N/A N/A,777,80,500,14551,1,10,1718,15,10,26,100,300,2,1000,50,45,1,600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,50,1,50,1800,60,10,70,4,900,#N/A N/A,125,#N/A N/A,5192,#N/A N/A,#N/A N/A,#N/A N/A,1750,17,14298,1012,#N/A N/A,49,19,107991,20,15,800,3000,100,200,#N/A N/A,244,200,580,750,6,132000,11070,64,#N/A N/A,250,#N/A N/A,275,150,12,#N/A N/A,100,50,#N/A N/A,11,1,68,105,3,125,10165,110,154,70,1,#N/A N/A,100,#N/A N/A,117,1,503,165,#N/A N/A,100,1,21,225,475,1020,217,2067,3,8,16,10,#N/A N/A,1,#N/A N/A,7250,3000,50,442,100,500,66,#N/A N/A,49,180,#N/A N/A,240599,147,#N/A N/A,#N/A N/A,462,34,3401,51,#N/A N/A,1,25000,30,#N/A N/A,1,1,1,100,#N/A N/A,#N/A N/A,#N/A N/A,5,1,730,1300,#N/A N/A,140,25,133,126,#N/A N/A,8455,#N/A N/A,455361,7,1,10,330507,5309,1,42
17/04/2016,33,800,10,1,6,1,9386,#N/A N/A,20,#N/A N/A,15031,3800,4,22,8055,#N/A N/A,329,#N/A N/A,1,42,2225,1,25,70,2000,453640,275,20,100,1300,19,50,#N/A N/A,63,695,100,#N/A N/A,#N/A N/A,1000,40633,#N/A N/A,#N/A N/A,#N/A N/A,1,10,152,#N/A N/A,10,10,30,56,383,2130,320,50,150,60,450,#N/A N/A,75,#N/A N/A,#N/A N/A,200,8,174,100,15,733,5,52,#N/A N/A,6844,#N/A N/A,100,8,#N/A N/A,#N/A N/A,#N/A N/A,5,145,275,230,#N/A N/A,#N/A N/A,203,80,500,251,1,10,1,15,10,26,100,300,2,80,50,45,1,1500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3405,821,50,542,60,10,70,4,312,#N/A N/A,125,#N/A N/A,3626,#N/A N/A,#N/A N/A,#N/A N/A,1750,17,27115,1012,#N/A N/A,49,19,131496,20,5500,1820,3000,100,200,#N/A N/A,80,200,580,600,1,132000,12111,64,#N/A N/A,250,#N/A N/A,388,50,12,#N/A N/A,100,50,#N/A N/A,11,1,1,105,3,5,200,110,154,151,8,#N/A N/A,100,#N/A N/A,117,1,503,165,#N/A N/A,100,1,1,225,475,1020,217,500,3,8,59,10,#N/A N/A,1,#N/A N/A,88500,3000,50,442,100,500,66,#N/A N/A,49,180,#N/A N/A,127890,1,#N/A N/A,#N/A N/A,280,34,3401,1,#N/A N/A,1,1,1,#N/A N/A,1,1,1,100,#N/A N/A,#N/A N/A,#N/A N/A,5,1,730,1300,#N/A N/A,140,2,133,126,#N/A N/A,12953,#N/A N/A,159750,7,1,10,102992,5309,1,42
16/04/2016,33,800,10,1,6,1,9386,#N/A N/A,20,#N/A N/A,15031,3800,4,22,8055,#N/A N/A,329,#N/A N/A,1,42,2225,1,25,70,2000,453640,275,20,100,1300,19,50,#N/A N/A,63,695,100,#N/A N/A,#N/A N/A,1000,40633,#N/A N/A,#N/A N/A,#N/A N/A,1,10,152,#N/A N/A,10,10,30,56,383,2130,320,50,150,60,450,#N/A N/A,75,#N/A N/A,#N/A N/A,200,8,174,100,15,733,5,52,#N/A N/A,6844,#N/A N/A,100,8,#N/A N/A,#N/A N/A,#N/A N/A,5,145,275,230,#N/A N/A,#N/A N/A,203,80,500,251,1,10,1,15,10,26,100,300,2,80,50,45,1,1500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3405,821,50,542,60,10,70,4,312,#N/A N/A,125,#N/A N/A,3626,#N/A N/A,#N/A N/A,#N/A N/A,1750,17,27115,1012,#N/A N/A,49,19,131496,20,5500,1820,3000,100,200,#N/A N/A,80,200,580,600,1,132000,12111,64,#N/A N/A,250,#N/A N/A,388,50,12,#N/A N/A,100,50,#N/A N/A,11,1,1,105,3,5,200,110,154,151,8,#N/A N/A,100,#N/A N/A,117,1,503,165,#N/A N/A,100,1,1,225,475,1020,217,500,3,8,59,10,#N/A N/A,1,#N/A N/A,88500,3000,50,442,100,500,66,#N/A N/A,49,180,#N/A N/A,127890,1,#N/A N/A,#N/A N/A,280,34,3401,1,#N/A N/A,1,1,1,#N/A N/A,1,1,1,100,#N/A N/A,#N/A N/A,#N/A N/A,5,1,730,1300,#N/A N/A,140,2,133,126,#N/A N/A,12953,#N/A N/A,159750,7,1,10,102992,5309,1,42
