Date,FR0005854700 ISIN,FR0010929125 ISIN,FR0000079691 ISIN,FR0000062184 ISIN,FR0000066680 ISIN,FR0004035913 ISIN,FR0010086371 ISIN,FR0000120859 ISIN,FR0013060100 ISIN,FR0000065773 ISIN,FR0011158823 ISIN,FR0010688465 ISIN,FR0000125346 ISIN,FR0000064297 ISIN,FR0000060451 ISIN,FR0000124232 ISIN,FR0012880482 ISIN,FR0000064958 ISIN,FR0010082305 ISIN,FR0000073298 ISIN,FR0004060671 ISIN,FR0000072597 ISIN,FR0011442235 ISIN,FR0000077919 ISIN,FR0004007813 ISIN,FR0000121485 ISIN,FR0004029411 ISIN,FR0000185621 ISIN,FR0000074692 ISIN,FR0010386334 ISIN,FR0004152700 ISIN,FR0000120321 ISIN,FR0000035263 ISIN,FR0000130213 ISIN,FR0000053829 ISIN,FR0000072399 ISIN,FR0010921163 ISIN,FR0000034779 ISIN,FR0010307819 ISIN,FR0004165801 ISIN,FR0010515742 ISIN,FR0000076481 ISIN,BE6201089735 ISIN,FR0000033599 ISIN,FR0000050353 ISIN,FR0004155208 ISIN,FR0000121352 ISIN,FR0000044943 ISIN,FR0006205019 ISIN,FR0011884378 ISIN,IT0005072035 ISIN,FR0000121014 ISIN,FR0010778050 ISIN,FR0000053225 ISIN,FR0010827741 ISIN,IE00BJYS1G50 ISIN,FR0013153541 ISIN,FR0000030074 ISIN,FR0000064404 ISIN,FR0000039620 ISIN,FR0010492181 ISIN,FR0011217710 ISIN,FR0004078186 ISIN,BE6252013725 ISIN,FR0010204453 ISIN,FR0000053027 ISIN,FR0000121261 ISIN,FR0010304402 ISIN,FR0010976746 ISIN,FR0010554113 ISIN,FR0000076986 ISIN,FR0010882886 ISIN,FR0005057635 ISIN,FR0010981548 ISIN,FR0010518936 ISIN,FR0000037970 ISIN,FR0011341205 ISIN,FR0000061376 ISIN,FR0000120685 ISIN,FR0004157543 ISIN,FR0011636083 ISIN,FR0000120560 ISIN,FR0004154060 ISIN,FR0010358507 ISIN,FR0000044448 ISIN,FR0010112524 ISIN,FR0010500363 ISIN,FI0009000681 ISIN,FR0011421817 ISIN,FR0010978924 ISIN,FR0004155174 ISIN,FR0000185464 ISIN,FR0000064529 ISIN,FR0004065639 ISIN,FR0011594233 ISIN,FR0010231860 ISIN,FR0000062234 ISIN,FR0000052680 ISIN,FR0010176115 ISIN,FR0010428771 ISIN,FR0004174712 ISIN,FR0010312181 ISIN,FR0000133308 ISIN,FR0010160564 ISIN,FR0010609206 ISIN,FR0000184798 ISIN,FR0000077992 ISIN,FR0000052896 ISIN,FR0006823092 ISIN,FR0012146629 ISIN,FR0000038465 ISIN,FR0000120693 ISIN,FR0000121501 ISIN,FR0000057895 ISIN,FR0011065242 ISIN,FR0000185480 ISIN,FR0000073041 ISIN,FR0000061608 ISIN,FR0010357145 ISIN,FR0000030769 ISIN,FR0000124570 ISIN,FR0012735355 ISIN,FR0000064644 ISIN,GB00B2R1Q018 ISIN,FR0000130577 ISIN,FR0010211615 ISIN,FR0000050320 ISIN,FR0000060618 ISIN,FR0010038570 ISIN,FR0012395457 ISIN,FR0000120388 ISIN,FR0000130395 ISIN,FR0000131906 ISIN,FR0010451203 ISIN,FR0000045601 ISIN,FR0000031684 ISIN,FR0000035750 ISIN,FR0000121253 ISIN,FR0000073272 ISIN,FR0011233261 ISIN,FR0000125007 ISIN,FR0000124356 ISIN,FR0000060071 ISIN,FR0000120578 ISIN,FR0010776617 ISIN,FR0013154002 ISIN,FR0010972091 ISIN,FR0000121972 ISIN,FR0010411983 ISIN,FR0000052839 ISIN,FR0000071755 ISIN,FR0011352590 ISIN,FR0000073728 ISIN,FR0000060790 ISIN,FR0010679365 ISIN,FR0010518605 ISIN,FR0004038818 ISIN,FR0000061582 ISIN,FR0000036857 ISIN,FR0011131788 ISIN,FR0004016699 ISIN,FR0010209809 ISIN,FR0000130809 ISIN,FR0006563904 ISIN,FR0000121220 ISIN,FR0000072563 ISIN,FR0000078321 ISIN,FR0000038804 ISIN,FR0000030140 ISIN,FR0010480533 ISIN,BE0003470755 ISIN,FR0000120495 ISIN,FR0000050809 ISIN,FR0000054371 ISIN,FR0012757854 ISIN,FR0000131732 ISIN,FR0010213215 ISIN,FR0000054199 ISIN,GB00BZ21RF93 ISIN,FR0000064271 ISIN,NL0000226223 ISIN,FR0000063976 ISIN,FR0010613471 ISIN,FR0004180578 ISIN,FR0000032658 ISIN,FR0000063307 ISIN,FR0000033466 ISIN,FR0010918292 ISIN,FR0000131708 ISIN,FR0000065450 ISIN,FR0000185795 ISIN,FR0000184806 ISIN,FR0000051807 ISIN,FR0011076595 ISIN,FR0000054900 ISIN,FR0000121329 ISIN,FR0007261425 ISIN,FR0004037182 ISIN,FR0000064388 ISIN,FR0000120271 ISIN,FR0011040690 ISIN,FR0000031866 ISIN,FR0000051567 ISIN,FR0005175080 ISIN,FR0010397901 ISIN,FR0000031106 ISIN,FR0010500793 ISIN,FR0010383877 ISIN,FR0011068766 ISIN,FR0010654087 ISIN,FR0000054470 ISIN,FR0000079980 ISIN,FR0011776889 ISIN,FR0010949388 ISIN,FR0000054215 ISIN,FR0000034548 ISIN,FR0005783503 ISIN,FR0000074197 ISIN,FR0012709160 ISIN,FR0012060036 ISIN,FR0013176526 ISIN,FR0000120354 ISIN,FR0000124141 ISIN,FR0004155240 ISIN,FR0000062465 ISIN,FR0006174496 ISIN,FR0000077158 ISIN,FR0010326090 ISIN,FR0000031775 ISIN,FR0000050049 ISIN,FR0000052516 ISIN,FR0000125486 ISIN,FR0010033480 ISIN,FR0000065765 ISIN,FR0000127771 ISIN,FR0010302224 ISIN,DK0060129575 ISIN,FR0000062796 ISIN,FR0013079092 ISIN,FR0010688440 ISIN,FR0000121204 ISIN,FR0010768770 ISIN,FR0011981968 ISIN,FR0000184822 ISIN,FR0000052870 ISIN,FR0000125684 ISIN
04/05/2016,3.25,104.82,0.47,26.25,1.456,193.21,1.67,63.72,12,6.49,2.7,0.71,103,5.33,270,13.66,7.8,3.27,39.505,25.665,0.11,10.045,0.36,37.921,32.52,146.05,2.28,10.07,4.95,26.99,3.95,157.5,#N/A N/A,22.933,#N/A N/A,40.07,2,#N/A N/A,49.995,#N/A N/A,2.44,6.15,4.26,4.144,23.842,5.5,36.64,0.6,12.29,2.03,1.35,143,30,16.355,7,15.454,#N/A N/A,250,7.01,13.044,6.49,5.9494,1.25,10.6,1.23,#N/A N/A,89.82,22.81,4.8,0.45,4696,0.22,60,5.59,5.88,86,17.05,8.91,4.394,2.8,1.6,19.65,2.156,0.83,41.23,45.4,0.39,5.02,0.37,1.45,13.56,1.9,#N/A N/A,9,27.293,1.3,801.1,1,10,2.824,7,1.97,14.305,#N/A N/A,3.05,72.254,1.63,91.4,8.75,0.4,5.81,93.555,13.412,0.33,58.75,0.47,33.73,7.218,0.27,440,28.1,6.09,1295,1.5,63.17,16.2,#N/A N/A,16.035,140,4.05,2.165,70.802,81.25,12.845,170.52,21.611,2.7,67.76,58.32,9.55,38.315,46.01,118.11,70.574,7.7,53.25,0.28,54.737,29.211,39.65,12,2.568,169,12.68,0.81,0.54,1.13,28.75,44.25,0.12,33.39,1.66,33.596,171.1,88,#N/A N/A,1.129,90,1540,20,90.726,180.796,115.279,2.42,17.493,6.406,1.29,0.64,26.17,#N/A N/A,4.871,10,15.815,22.351,#N/A N/A,1.4,175,5.63,46.835,203,12.4,2.11,77.92,1,9.97,75.85,275,36.85,1.15,42.09,1.67,3375,4500,2.862,12,2.97,4.76,0.22,0.96,3.69,26.5,3.998,7.8,14.046,1000,#N/A N/A,47.49,0.53,5.3,9,45.921,3.858,19.834,1.778,1.08,6.28,1.85,28.99,58.76,4.1586,61.51,64.345,0.85,1.995,16.82,#N/A N/A,0.23,23.569,7.9,12.54,103.55,6,25.015,2.65,205.01,19.173
03/05/2016,3.25,105.17,0.47,26.25,1.456,193.908,1.67,63.032,12,6.48,2.7,0.71,102.06,5.31,270.2,13.65,7.8,3.27,39.505,25.286,0.13,10.108,0.36,37.899,32.013,148.196,2.33,10.07,4.95,26.771,3.95,157.186,#N/A N/A,22.716,#N/A N/A,40.41,2,#N/A N/A,48.123,#N/A N/A,2.44,6.15,4.26,4.144,24.258,5.5,36.64,0.63,11.3,2.04,1.35,145.387,30,16.422,7,15.454,#N/A N/A,250,7.01,13.3,6.49,5.9494,1.25,10.6,1.23,#N/A N/A,90.142,22.81,4.8,0.45,4696,0.22,60,5.59,5.88,88,17.317,8.91,4.48,2.8,1.6,20.279,2.061,0.83,38.124,44.951,0.39,5.121,0.37,1.45,12.16,1.9,#N/A N/A,9,28.283,1.35,800.394,1,10,2.695,7,1.97,14.737,#N/A N/A,3.05,71.399,1.63,91.4,8.75,0.4,6.1,92.963,13.326,0.33,58.75,0.47,33.121,7.309,0.27,440,28.644,6.09,1295,1.5,63.481,16.2,#N/A N/A,15.794,140,4.05,2.131,70.243,81.259,12.752,170.52,21.458,2.7,67.359,58.068,9.55,37.8,46.49,118.11,71.451,7.7,53.723,0.28,55.142,28.952,39.65,12,2.493,169,12.68,0.81,0.54,1.4,28.75,44.25,0.12,33,1.66,32.934,171.1,87.389,#N/A N/A,1.129,90,1530,20,91.114,180.796,112.671,2.42,17.363,6.674,1.24,0.64,26.22,#N/A N/A,4.983,10,15.929,23.252,#N/A N/A,1.4,175,5.787,48.6,203,12.4,2.11,77.479,1,9.933,75.441,275,36.85,1.1,42.661,1.67,3375,4100,2.737,12,2.97,4.76,0.22,0.8,3.69,26.406,3.998,7.8,14.26,1000,#N/A N/A,47.49,0.52,5.3,9,45.587,4.069,20.824,1.774,1.08,6.28,1.94,28.99,58.407,4.1586,61.39,65.246,0.85,1.995,16.692,#N/A N/A,0.23,23.996,6.67,12.54,98.402,6,24.95,2.65,206.36,19.296
02/05/2016,3.25,104.375,0.47,26.25,1.456,194.96,1.67,64.088,12,6.48,2.7,0.71,102.938,5.33,270.2,13.65,7.8,3.27,39.505,25.78,0.13,9.903,0.36,37.963,32.624,150.27,2.35,9.82,4.95,26.913,3.95,157.974,#N/A N/A,23.199,#N/A N/A,40.55,2,#N/A N/A,49.89,#N/A N/A,2.44,6.15,4.26,4.144,24.876,5.5,36.64,0.63,11.3,2.05,1.35,145.84,30,16.447,7,15.454,#N/A N/A,250,7,13.882,6.49,5.9494,1.25,10.6,1.18,#N/A N/A,91.588,22.81,4.8,0.45,4696,0.22,60,5.59,5.88,87.5,17.842,8.91,4.689,2.8,1.6,21.27,2.095,0.83,40.445,45.022,0.39,5.19,0.37,1.45,12.16,1.9,#N/A N/A,9,28.545,1.35,821.396,1,10,2.812,7,1.97,14.738,#N/A N/A,3.05,72.103,1.63,91.4,8.75,0.4,6.7,94.652,13.945,0.33,58.75,0.47,34.035,7.348,0.27,440,29,6.09,1295,1.5,64.64,16.2,#N/A N/A,16.69,140,4.05,2.192,72.118,83.465,13.257,170.52,21.414,2.7,67.89,60.305,9.55,40.06,45.8,118.1,71.708,7.95,55.012,0.28,56.195,29.24,39.65,12,2.664,169,12.68,0.81,0.54,1.4,28.75,44.25,0.12,33.64,1.66,33.944,171.1,89.116,#N/A N/A,1.129,88,1510,20,87.755,180.796,100.995,2.42,17.255,6.846,1.21,0.64,26.8,#N/A N/A,5.224,10,16.047,23.217,#N/A N/A,1.4,175,5.9,50.92,204,12.4,2.11,77.923,1,10.127,74.65,275,36.85,1.1,43.753,1.67,3375,4100,2.884,12,2.97,4.76,0.22,0.99,3.69,26.215,3.998,7.8,14.491,1000,#N/A N/A,47.49,0.53,5.3,9,46.501,4.212,20.781,1.892,1.08,6.28,2.04,28.99,60.756,4.1586,61.979,64.457,0.85,1.995,17.04,#N/A N/A,0.23,24.233,5.79,12.54,99.892,6,25.007,2.65,203.16,19.97
01/05/2016,3.25,105.05,0.47,26.1,1.451,190.81,1.67,64.24,12,6.48,2.7,0.71,103.34,5.3,271,13.65,7.8,3.27,39.505,25.805,0.13,9.887,0.36,38.15,32.75,149.45,2.36,9.7,4.95,27.406,3.95,159.065,#N/A N/A,23,#N/A N/A,41.39,2,#N/A N/A,49.965,#N/A N/A,2.44,6.15,4.26,4.144,24.654,5.5,36.64,0.64,11.3,2.14,1.35,146.16,30,16.475,7,15.454,#N/A N/A,250,6.93,13.96,6.49,5.9494,1.25,10.6,1.18,#N/A N/A,91.77,23.38,4.8,0.45,4696,0.22,60,5.59,5.88,87.07,17.3,8.91,4.845,2.8,1.6,21.385,2.14,0.83,40.655,46.65,0.39,5.127,0.37,1.45,13.49,1.9,#N/A N/A,9,28.193,1.25,812.12,1,9.5,2.738,7,1.97,14.495,#N/A N/A,3.06,71.357,1.63,91.4,8.75,0.4,5.46,94.195,14.16,0.33,59.5,0.47,34.23,7.069,0.27,440,28.99,6.09,1295,1.5,64.72,16,#N/A N/A,16.86,140,4.05,2.345,72.525,84.44,13.569,170.52,22.018,2.7,68.19,60.48,9.55,40.04,46.2,118.05,71.496,8,55.03,0.28,57,29.777,39.65,12,2.701,169,12.68,0.81,0.54,1.4,28.6,44.25,0.12,32.87,1.66,34.177,171.1,88.55,#N/A N/A,1.129,90.88,1505,20,88.565,180.796,101.2,2.42,17.296,6.93,1.21,0.64,26.62,#N/A N/A,5.452,10,16.025,23.268,#N/A N/A,1.4,175,5.968,51.12,213.8,12.4,2.11,78.42,1,10.5,75.41,275,36.85,1.29,44.07,1.67,3375,4100,2.946,12,2.97,4.76,0.22,1,3.69,25.365,3.998,7.8,14.468,1000,#N/A N/A,47.49,0.54,5.3,9,46.237,4.566,21.57,1.941,1.08,6.28,2.03,28.99,59.842,4.1586,62.66,65.025,0.85,1.995,16.795,#N/A N/A,0.23,24.372,5.79,12.54,100.116,6,24.375,2.65,202,20.568
30/04/2016,3.25,105.05,0.47,26.1,1.451,190.81,1.67,64.24,12,6.48,2.7,0.71,103.34,5.3,271,13.65,7.8,3.27,39.505,25.805,0.13,9.887,0.36,38.15,32.75,149.45,2.36,9.7,4.95,27.406,3.95,159.065,#N/A N/A,23,#N/A N/A,41.39,2,#N/A N/A,49.965,#N/A N/A,2.44,6.15,4.26,4.144,24.654,5.5,36.64,0.64,11.3,2.14,1.35,146.16,30,16.475,7,15.454,#N/A N/A,250,6.93,13.96,6.49,5.9494,1.25,10.6,1.18,#N/A N/A,91.77,23.38,4.8,0.45,4696,0.22,60,5.59,5.88,87.07,17.3,8.91,4.845,2.8,1.6,21.385,2.14,0.83,40.655,46.65,0.39,5.127,0.37,1.45,13.49,1.9,#N/A N/A,9,28.193,1.25,812.12,1,9.5,2.738,7,1.97,14.495,#N/A N/A,3.06,71.357,1.63,91.4,8.75,0.4,5.46,94.195,14.16,0.33,59.5,0.47,34.23,7.069,0.27,440,28.99,6.09,1295,1.5,64.72,16,#N/A N/A,16.86,140,4.05,2.345,72.525,84.44,13.569,170.52,22.018,2.7,68.19,60.48,9.55,40.04,46.2,118.05,71.496,8,55.03,0.28,57,29.777,39.65,12,2.701,169,12.68,0.81,0.54,1.4,28.6,44.25,0.12,32.87,1.66,34.177,171.1,88.55,#N/A N/A,1.129,90.88,1505,20,88.565,180.796,101.2,2.42,17.296,6.93,1.21,0.64,26.62,#N/A N/A,5.452,10,16.025,23.268,#N/A N/A,1.4,175,5.968,51.12,213.8,12.4,2.11,78.42,1,10.5,75.41,275,36.85,1.29,44.07,1.67,3375,4100,2.946,12,2.97,4.76,0.22,1,3.69,25.365,3.998,7.8,14.468,1000,#N/A N/A,47.49,0.54,5.3,9,46.237,4.566,21.57,1.941,1.08,6.28,2.03,28.99,59.842,4.1586,62.66,65.025,0.85,1.995,16.795,#N/A N/A,0.23,24.372,5.79,12.54,100.116,6,24.375,2.65,202,20.568
29/04/2016,3.25,105.05,0.47,26.1,1.451,190.81,1.67,64.24,12,6.48,2.7,0.71,103.34,5.3,271,13.65,7.8,3.27,39.505,25.805,0.13,9.887,0.36,38.15,32.75,149.45,2.36,9.7,4.95,27.406,3.95,159.065,#N/A N/A,23,#N/A N/A,41.39,2,#N/A N/A,49.965,#N/A N/A,2.44,6.15,4.26,4.144,24.654,5.5,36.64,0.64,11.3,2.14,1.35,146.16,30,16.475,7,15.454,#N/A N/A,250,6.93,13.96,6.49,5.9494,1.25,10.6,1.18,#N/A N/A,91.77,23.38,4.8,0.45,4696,0.22,60,5.59,5.88,87.07,17.3,8.91,4.845,2.8,1.6,21.385,2.14,0.83,40.655,46.65,0.39,5.127,0.37,1.45,13.49,1.9,#N/A N/A,9,28.193,1.25,812.12,1,9.5,2.738,7,1.97,14.495,#N/A N/A,3.06,71.357,1.63,91.4,8.75,0.4,5.46,94.195,14.16,0.33,59.5,0.47,34.23,7.069,0.27,440,28.99,6.09,1295,1.5,64.72,16,#N/A N/A,16.86,140,4.05,2.345,72.525,84.44,13.569,170.52,22.018,2.7,68.19,60.48,9.55,40.04,46.2,118.05,71.496,8,55.03,0.28,57,29.777,39.65,12,2.701,169,12.68,0.81,0.54,1.4,28.6,44.25,0.12,32.87,1.66,34.177,171.1,88.55,#N/A N/A,1.129,90.88,1505,20,88.565,180.796,101.2,2.42,17.296,6.93,1.21,0.64,26.62,#N/A N/A,5.452,10,16.025,23.268,#N/A N/A,1.4,175,5.968,51.12,213.8,12.4,2.11,78.42,1,10.5,75.41,275,36.85,1.29,44.07,1.67,3375,4100,2.946,12,2.97,4.76,0.22,1,3.69,25.365,3.998,7.8,14.468,1000,#N/A N/A,47.49,0.54,5.3,9,46.237,4.566,21.57,1.941,1.08,6.28,2.03,28.99,59.842,4.1586,62.66,65.025,0.85,1.995,16.795,#N/A N/A,0.23,24.372,5.79,12.54,100.116,6,24.375,2.65,202,20.568
28/04/2016,3.25,109.53,0.45,26.2,1.466,190.712,1.52,63.073,12,6.4,2.7,0.71,104.28,5.3,264,13.65,7.8,3.27,39.505,25.976,0.25,10.121,0.36,38.656,32.67,150.482,2.35,9.71,4.95,28.05,3.95,165.196,#N/A N/A,23.58,#N/A N/A,41.04,2,#N/A N/A,49.865,#N/A N/A,2.44,6.15,4.26,4.144,24.569,5.5,36.64,0.64,11.3,2.13,1.35,149,30,16.59,7,15.454,#N/A N/A,250,6.93,14.14,6.49,5.9494,1.25,10.6,1.19,#N/A N/A,95.24,22.98,4.8,0.45,4696,0.22,60,5.59,5.88,87.07,17.314,8.91,4.866,2.8,1.6,21.78,2.169,0.83,41.534,45.685,0.38,5.21,0.37,1.45,12.02,1.9,#N/A N/A,9.06,28.119,1.25,825.59,1,10.5,2.774,7,1.97,14.852,#N/A N/A,3.11,72.352,1.63,91.4,8.75,0.4,5.05,95.151,14.4,0.33,59.5,0.47,34.21,7.141,0.27,440,29.105,6.09,1295,1.5,65.39,16,#N/A N/A,16.59,140,4.05,2.383,72.875,88.12,12.924,170.52,21.613,2.7,69.01,62,9.55,40.499,46.49,117.89,75.92,8,55.642,0.28,58.443,29.873,39.65,12,2.707,169,12.68,0.81,0.54,1.4,28.3,44.25,0.11,32.54,1.66,35.503,171.1,89.175,#N/A N/A,1.129,90.88,1494.99,20,89.851,180.796,100.671,2.2,17.503,6.856,1.2,0.64,27.02,#N/A N/A,5.609,10,16.04,23.133,#N/A N/A,1.4,175,5.059,51.87,213.8,12.4,2.11,79.439,1,10.568,76.334,275,36.85,1.29,44.673,1.67,3375,4100,2.946,11.7,2.97,4.76,0.22,1,3.69,25.955,3.998,7.8,14.451,1000,#N/A N/A,47.49,0.53,5.3,9,46.817,4.524,21.676,1.981,1.08,6.28,2.08,29,60.7,4.1586,62.34,66,0.85,2.09,17.1,#N/A N/A,0.23,24.441,5.79,12.54,101.3,6,24.158,2.65,201.01,21.083
27/04/2016,3.26,109.29,0.45,26.2,1.466,192.855,1.39,62.821,12,6.4,2.7,0.71,105.55,5.35,263,13.65,7.8,3.27,39.505,22.267,0.25,10.198,0.36,38.802,32.885,148.375,2.35,9.15,4.95,27.946,3.95,164.95,#N/A N/A,23.477,#N/A N/A,41.99,2,#N/A N/A,50.19,#N/A N/A,2.44,6.15,4.26,4.144,24.609,5.5,36.64,0.64,11.3,2.24,1.35,148.47,30,16.726,7,15.503,#N/A N/A,250,6.93,13.64,6.49,5.9494,1.25,10.2,1.19,#N/A N/A,96.829,22.05,4.8,0.45,4696,0.24,60,5.59,5.88,88,17.262,8.91,4.822,2.8,1.6,20.625,2.096,0.83,41.335,43.643,0.38,5.255,0.37,1.45,12.02,1.9,#N/A N/A,9.06,28.534,1.25,819.747,1,10.5,2.666,7,1.97,15.05,#N/A N/A,3.11,72.288,1.63,91.4,8.75,0.4,5.02,95.369,14.05,0.33,49.78,0.47,33.891,7.141,0.27,440,29.015,6.09,1295,1.5,65.866,16,#N/A N/A,16.56,140,4.05,2.285,74.126,88.708,12.741,170.52,21.32,2.7,68.732,62.679,9.55,41.17,46.5,117.88,76.95,8,55.319,0.28,58.78,30.84,39.65,11,2.651,169,12.76,0.81,0.54,1.4,28.5,44.25,0.09,32.49,1.66,35.362,171.1,89.182,#N/A N/A,1.129,90.88,1494.99,20,89.51,180.796,101.961,2.2,17.392,6.811,1.2,0.64,28.22,#N/A N/A,5.67,10,15.86,23.261,#N/A N/A,1.4,175,5.091,52.541,214,12.4,2.11,79.448,1,10.705,76.762,275,36.85,1.29,44.956,2.52,3375,4100,2.862,11.7,2.97,4.76,0.22,1,3.69,25.863,3.998,7.8,14.368,1000,#N/A N/A,47.49,0.53,5.3,9,46.07,4.388,21.11,1.97,1.08,6.28,2.08,27.7,58.258,4.1586,60.539,65.583,0.85,2.09,17.437,#N/A N/A,0.23,24.253,4.92,12.54,102.029,6,23.782,2.65,199.51,21.009
26/04/2016,3.26,106.53,0.45,26.19,1.451,190.81,1.27,63.39,12,6.4,2.7,0.71,101.25,5.3,264,13.75,7.8,3.27,39.505,22.615,0.25,10.024,0.36,38.72,32.766,150,2.31,8.97,4.95,28.165,3.95,162.86,#N/A N/A,23.694,#N/A N/A,40.4,2,#N/A N/A,49.495,#N/A N/A,2.44,6.15,4.26,4.144,24.652,5.5,36.64,0.65,11.3,2.28,1.35,147,30,16.755,7,15.503,#N/A N/A,250,6.92,13.786,6.49,5.9494,1.25,10,1.19,#N/A N/A,95.58,22.05,4.8,0.45,4696,0.24,60,5.59,5.88,87.07,17.406,8.91,4.839,2.8,1.6,20.005,2.183,0.9,41.18,44.09,0.38,5.278,0.37,1.45,12.02,1.9,#N/A N/A,8.91,28.917,1.25,829.99,1,10.5,2.764,7,1.97,15.005,#N/A N/A,3.11,72.339,1.63,92,8.75,0.4,5.04,96.155,14.16,0.33,59.79,0.47,34.455,7.072,0.27,440,29.145,6.09,1295,1.5,65.39,16,#N/A N/A,16.51,140,4.05,2.385,73.981,88.284,12.61,170.52,21.724,2.7,68.15,63.253,9.55,40.41,46.59,118,77.783,8,55.98,0.28,58.105,32.658,39.65,11,2.696,172.2,12.47,0.81,0.54,1.4,29.25,44.25,0.09,32.28,1.66,35.364,171.1,88.592,#N/A N/A,1.129,90.88,1495,20,88.68,180.796,100.156,2.2,17.369,6.93,1.2,0.64,27.7,#N/A N/A,5.175,10,16.145,23.38,#N/A N/A,1.4,175,5.142,51.43,199.9,12.4,2.11,73.755,1,11.505,76.141,275,36.85,1.29,44.011,2.52,3375,4100,2.94,11.7,2.97,4.76,0.22,1,3.69,26.24,3.998,7.8,14.547,1000,#N/A N/A,47.49,0.52,5.3,9,44.685,4.285,21.095,1.9,1.08,6.28,2.1,23.2,58.478,4.1586,61.3,65.264,0.85,2.033,17.57,#N/A N/A,0.23,24.201,4.1,12.54,100.356,6.15,23.93,2.65,201.01,20.768
25/04/2016,3.36,100.356,0.45,26.18,1.451,190.46,1.16,63.402,12,6.4,2.7,0.71,97.79,5.47,261,13.8,7.8,3.27,39.505,22.585,0.25,10.565,0.36,38.426,33.075,150.45,2.29,8.95,4.95,28.086,3.95,163.563,#N/A N/A,23.646,#N/A N/A,39.9,2,#N/A N/A,48.893,#N/A N/A,2.44,6.15,4.26,4.144,24.941,5.5,36.64,0.65,11.3,2.31,1.35,149.05,30,16.63,7,15.503,#N/A N/A,250,6.91,13.99,6.49,5.9494,1.25,10,1.19,#N/A N/A,96.18,22.7,4.8,0.45,4696,0.24,60,5.59,5.88,87.99,17.406,8.91,4.773,2.8,1.6,20.24,2.172,0.9,41.305,44.153,0.38,5.293,0.37,1.45,12.16,1.9,#N/A N/A,8.91,28.795,1.25,830.7,1,10.5,2.563,7,1.97,14.81,#N/A N/A,3.11,72.939,1.63,92,8.75,0.4,3.82,96.333,13.962,0.33,59.79,0.47,34.025,7.04,0.27,440,28.805,6.09,1295,1.5,64.68,16,#N/A N/A,16.49,140,4.05,2.405,74.058,88.07,12.66,170.52,21.523,2.7,68.66,62.223,9.55,40.41,46,117.66,78.505,8,55.683,0.28,58.3,32.679,39.65,11,2.75,184.25,12.45,0.81,0.54,1.4,29.26,44.25,0.09,31.9,1.66,34.74,171.1,89.489,#N/A N/A,1.129,90.88,1490,20,89.25,180.796,99.61,2.2,17.387,6.504,1.2,0.64,27.5,#N/A N/A,5.135,10,16.11,23.291,#N/A N/A,1.4,175,5.068,51.65,199,12.4,2.11,74.63,1,11.39,75.77,275,36.85,1.11,43.658,2.52,3375,4100,3.04,11.7,2.97,4.76,0.22,1,3.69,26.5,3.998,7.8,14.437,969,#N/A N/A,47.49,0.5,5.3,9,44.883,4.284,21.12,1.87,1.08,6.28,2.13,29.99,58.84,4.1586,61.01,65.43,0.85,2.033,18.395,#N/A N/A,0.23,24.859,4.99,12.54,99.51,6.15,23.742,2.65,200.26,21.176
24/04/2016,3,100.15,0.45,26.18,1.446,190.26,1.06,64.519,12,6.39,2.7,0.71,95.623,5.5,261,13.79,7.8,3.27,39.505,22.72,0.25,10.802,0.36,38.89,33.23,151.915,2.25,8.95,4.95,28.026,3.95,163.95,#N/A N/A,23.373,#N/A N/A,39.5,2,#N/A N/A,50.48,#N/A N/A,2.44,6.17,4.26,4.144,24.883,5.5,36.64,0.62,11.3,2.32,1.35,149.107,30,16.675,7,15.503,#N/A N/A,250,6.9,14.13,6.49,5.8805,1.25,10,1.18,#N/A N/A,95.77,22.7,4.8,0.45,4696,0.24,60,5.59,5.88,87.08,17.549,8.91,4.868,2.8,1.6,20.27,2.173,0.9,42.42,44.235,0.36,5.399,0.33,1.45,13.5,1.9,#N/A N/A,9,28.326,1.25,840.27,1,10.5,2.421,7,1.97,14.92,#N/A N/A,3.11,72.51,1.63,92,8.75,0.4,3.83,96.716,13.871,0.33,59.79,0.47,34.77,7.028,0.27,440,28.885,6.09,1295,1.5,64.98,16,#N/A N/A,16.73,140,4.48,2.375,74.587,86.985,12.834,170.52,21.413,2.7,69.55,61.045,9.55,40.6,46.14,117.65,78.454,8,55.742,0.28,59.26,33.07,39.65,11,2.72,184.25,12.45,0.81,0.6,1.4,29.49,44.25,0.09,31.85,1.66,35.752,171.1,90.112,#N/A N/A,1.129,90.88,1495,20,90.24,180.796,99.26,2.2,17.505,6.534,1.2,0.64,27.5,#N/A N/A,5.165,10,16.09,23.286,#N/A N/A,1.4,175,5.115,53.08,197,12.4,2.11,74.96,1,11.36,76.038,275,36.85,1.17,43.452,2.52,3375,4100,2.97,11.7,2.97,4.76,0.22,1,3.69,26.62,3.998,7.8,14.966,969,#N/A N/A,47.49,0.53,5.3,9,44.611,4.605,21.105,1.829,1.08,6.28,2.14,29.99,58.33,4.1586,62.03,65.199,0.85,2.033,18.32,#N/A N/A,0.23,24.2,4.99,12.54,99.73,6.15,23.645,2.65,199.11,21.126
